Transaction_id,Salary_rate
337,186790.94
338,19749.99
339,524756.98
340,957370.48
341,59416.13
342,170128.06
343,927648.84
344,360216.42
345,70431.39
346,611440.47
347,577134.87
348,50605.23
349,658403.88
350,784061.59
351,435820.13
352,855583.38
353,309689.48
354,481131.14
355,534377.37
356,445814.45
357,36271.91
358,966636.2
359,954024.59
360,437996.1
361,68477.0
362,669016.29
363,151151.3
364,730176.69
365,329340.87
366,315591.45
367,288767.8
368,357444.56
369,132137.99
370,235248.16
371,605520.59
372,518682.02
373,560888.96
374,121893.45
375,599441.98
376,435485.77
377,185676.79
378,153053.95
379,575185.32
380,682019.78
381,494114.79
382,979104.94
383,480857.03
384,189947.84
385,147772.53
386,573180.75
387,56356.44
388,264241.23
389,645309.6
390,815728.84
391,561240.59
392,629872.75
393,775022.46
394,162082.45
395,247252.57
396,952658.88
397,420919.38
398,546801.67
399,172252.82
400,537152.63
401,761135.92
402,549688.84
403,771622.96
404,62530.1
405,626291.07
406,178273.93
407,259472.69
408,813776.41
409,330063.83
410,937686.28
411,601063.89
412,440701.75
413,531408.72
414,305364.91
415,697603.18
416,818589.93
417,94396.89
418,707579.22
419,678969.08
420,1213.52
421,599311.53
422,932277.76
423,741714.29
424,61079.38
425,638536.57
426,329245.41
427,246041.79
428,578578.9
429,548247.66
430,524463.92
431,743525.39
432,44381.08
433,892020.31
434,573670.38
435,144557.3
436,880580.71
437,833346.9
438,222032.62
439,260989.03
440,943524.58
441,59714.58
442,216070.72
443,580294.71
444,439961.54
445,632516.92
446,607133.79
447,598614.17
448,124481.34
449,965993.64
450,271607.63
451,226482.88
452,826420.94
453,861019.43
454,226828.83
455,73082.38
456,762547.19
457,491698.39
458,367784.07
459,472929.34
460,599543.72
461,341265.88
462,945678.54
463,245220.71
464,244441.8
465,558531.69
466,177437.73
467,7804.42
468,805511.72
469,312975.6
470,445678.46
471,618576.97
472,933292.2
473,531089.59
474,306494.85
475,468410.18
476,487609.64
477,457686.88
478,908269.17
479,982249.49
480,787086.65
481,680577.35
482,603273.74
483,261030.66
484,388892.3
485,565991.03
486,743675.83
487,197777.96
488,160020.03
489,920083.6
490,552803.33
491,434250.69
492,102554.24
493,702968.36
494,231045.53
495,864828.99
496,23147.77
497,685789.02
498,140845.84
499,149071.88
500,119849.75
501,795677.77
502,682244.61
503,763792.12
504,633147.65
505,18192.45
506,814631.41
507,932659.69
508,545241.84
509,682167.05
510,4778.55
511,720304.54
512,991943.69
513,713353.79
514,820741.12
515,48947.23
516,982250.22
517,248966.67
518,688894.05
519,844962.77
520,36166.24
521,361320.87
522,856093.19
523,555219.4
524,867310.21
525,493063.49
526,463013.53
527,444834.69
528,350941.97
529,556509.95
530,85707.53
531,710775.51
532,673027.11
533,782659.62
534,173864.83
535,615345.54
536,985352.13
537,700301.2
538,454188.11
539,30871.15
540,39679.72
541,110522.0
542,9509.12
543,239560.52
544,518352.18
545,840244.03
546,400978.63
547,244886.58
548,666819.51
549,836958.68
550,435874.99
551,195868.08
552,625597.01
553,182600.01
554,549995.92
555,544027.6
556,174337.77
557,395327.86
558,327887.22
559,880380.2
560,602087.36
561,439998.31
562,419826.43
563,900350.74
564,596019.79
565,510176.05
566,528828.99
567,567995.08
568,476312.96
569,122186.28
570,346593.5
571,275054.65
572,964331.57
573,506845.57
574,341957.84
575,772865.69
576,268096.64
577,737911.64
578,315945.27
579,542237.26
580,495306.61
581,423639.04
582,69693.41
583,613713.84
584,729788.65
585,536238.45
586,235598.93
587,553535.72
588,128980.38
589,748349.4
590,123025.71
591,543519.08
592,542082.21
593,190089.57
594,180153.99
595,568999.23
596,390995.05
597,731245.58
598,963555.74
599,55710.84
600,737614.84
601,796008.26
602,784185.21
603,626043.42
604,478434.83
605,836463.74
606,944756.19
607,394284.6
608,360009.39
609,90976.51
610,871363.85
611,222563.64
612,53501.81
613,517778.78
614,778905.78
615,278721.16
616,88395.27
617,832945.65
618,134126.88
619,485281.86
620,291696.54
621,736184.7
622,281839.65
623,854051.2
624,558834.19
625,397296.73
626,562514.52
627,496711.04
628,436005.83
629,14186.11
630,367463.23
631,452338.2
632,139078.64
633,107263.01
634,940073.96
635,655760.39
636,720854.43
637,988472.42
638,650083.66
639,234228.78
640,960112.52
641,234158.44
642,581474.36
643,440693.8
644,879798.94
645,813353.07
646,771438.38
647,645341.35
648,52208.09
649,737050.29
650,950213.82
651,860403.31
652,265317.14
653,706309.97
654,702336.38
655,21614.69
656,488852.18
657,504878.78
658,610591.81
659,830364.39
660,416970.83
661,437710.95
662,333046.37
663,444007.86
664,298057.58
665,477519.21
666,19322.97
667,107660.83
668,863581.33
669,59600.37
670,124416.25
671,600570.82
672,570785.36
673,978898.91
674,44503.84
675,112679.59
676,595649.92
677,196707.68
678,846978.67
679,99009.78
680,177272.39
681,384520.49
682,469990.86
683,52641.9
684,618302.0
685,87759.9
686,734545.71
687,823582.54
688,86870.73
689,956346.0
690,889420.68
691,261021.44
692,339955.15
693,544915.56
694,311593.08
695,340546.61
696,730354.94
697,731978.42
698,614009.12
699,181170.2
700,619618.07
701,670873.03
702,146191.44
703,547464.52
704,987089.55
705,540049.51
706,760968.72
707,129975.95
708,833478.68
709,2397.63
710,276094.67
711,143805.19
712,549831.23
713,760452.94
714,473840.05
715,321487.23
716,827823.89
717,301492.34
718,440522.88
719,820542.45
720,971161.07
721,106066.25
722,768660.15
723,748480.65
724,841662.34
725,218036.55
726,571493.93
727,288509.65
728,504687.94
729,730415.83
730,619243.03
731,514418.83
732,366305.88
733,569591.64
734,689033.79
735,808580.13
736,128709.87
737,849346.92
738,377962.66
739,161818.72
740,753521.09
741,95607.87
742,587899.76
743,612058.61
744,701790.57
745,101545.76
746,14505.15
747,908897.43
748,960157.57
749,362541.33
750,285322.54
751,474717.3
752,131408.82
753,556820.71
754,396654.16
755,74107.16
756,938844.35
757,324661.83
758,786139.06
759,947287.07
760,576132.33
761,915002.91
762,911990.66
763,707701.34
764,739511.07
765,207871.24
766,688294.19
767,559617.34
768,315085.31
769,726095.59
770,104688.37
771,242460.33
772,619527.96
773,960215.31
774,898519.14
775,96086.39
776,422192.55
777,405263.62
778,426988.09
779,523302.6
780,526301.39
781,608069.4
782,118033.84
783,570169.25
784,493016.88
785,482227.28
786,729499.76
787,549697.11
788,58518.8
789,988687.79
790,416429.56
791,558813.96
792,760139.2
793,651989.95
794,461782.38
795,582174.8
796,636292.03
797,997145.26
798,100621.53
799,422714.13
800,404059.59
801,382003.51
802,140671.23
803,518638.99
804,330180.18
805,819939.58
806,664770.99
807,911708.79
808,293463.32
809,903749.67
810,910905.94
811,497405.98
812,585674.98
813,821678.6
814,267209.15
815,486264.28
816,275526.98
817,12584.92
818,699584.74
819,317068.48
820,563306.77
821,157191.43
822,839761.79
823,690340.18
824,42314.39
825,123488.06
826,820128.8
827,203719.58
828,804559.54
829,996943.94
830,258343.87
831,896127.99
832,709933.9
833,867143.19
834,151703.2
835,24628.44
836,739983.28
837,535756.92
838,78383.58
839,766919.14
840,190860.74
841,251298.79
842,798916.42
843,975784.09
844,540950.64
845,637811.35
846,60946.92
847,61326.09
848,962519.91
849,452121.6
850,374973.05
851,165986.92
852,26209.07
853,816260.87
854,765411.66
855,639470.32
856,560785.94
857,83281.87
858,160991.07
859,153815.4
860,482202.07
861,361001.46
862,509462.99
863,880528.55
864,73412.62
865,749215.03
866,136252.6
867,226612.25
868,905754.32
869,521903.2
870,865335.1
871,972314.64
872,983572.73
873,756790.71
874,92581.04
875,928011.16
876,499845.67
877,637773.39
878,846233.82
879,120553.22
880,533318.15
881,371486.3
882,301614.22
883,967864.35
884,107175.72
885,486359.15
886,367304.9
887,173247.1
888,628980.22
889,107528.09
890,68104.7
891,499896.08
892,78232.74
893,875462.66
894,644918.02
895,654320.87
896,148528.61
897,959223.53
898,673353.53
899,745391.67
900,405431.65
901,447538.62
902,306276.86
903,592104.24
904,602486.48
905,264717.06
906,931164.85
907,943681.92
908,303878.47
909,5074.23
910,381225.48
911,490968.14
912,4008.33
913,880044.45
914,669812.83
915,380909.24
916,623077.54
917,290162.54
918,274483.65
919,108094.21
920,998439.21
921,153514.95
922,42382.81
923,202094.11
924,99513.69
925,822270.52
926,974683.02
927,276647.74
928,562034.84
929,112046.19
930,113814.63
931,180554.73
932,485109.08
933,549020.5
934,401705.81
935,577736.58
936,383277.05
937,206204.4
938,820086.51
939,279057.1
940,552520.88
941,802593.98
942,21311.6
943,186186.53
944,740996.79
945,744867.64
946,875857.74
947,893866.17
948,886421.11
949,570293.79
950,216055.53
951,848144.54
952,964246.51
953,918889.42
954,66740.06
955,394009.34
956,731804.72
957,266667.44
958,959177.54
959,883010.67
960,304034.5
961,508016.16
962,878964.73
963,404941.81
964,883703.79
965,303447.9
966,764812.8
967,355247.28
968,744562.11
969,261474.05
970,434163.43
971,849933.35
972,468105.6
973,904272.58
974,465912.11
975,796219.4
976,741273.77
977,378082.93
978,707389.56
979,112355.44
980,124581.03
981,234580.19
982,874805.71
983,281734.52
984,516975.9
985,644635.72
986,617912.66
987,624417.47
988,846043.59
989,73938.18
990,279052.87
991,941487.81
992,860618.06
993,76244.79
994,328574.57
995,684829.65
996,753213.55
997,107060.3
998,125695.05
999,705321.99
1000,222622.57
1001,430233.28
1002,768568.73
1003,841087.75
1004,209012.6
1005,311415.11
1006,339100.7
1007,150948.48
1008,128129.29
1009,574763.17
1010,962211.78
1011,802580.69
1012,57640.78
1013,616800.64
1014,166489.82
1015,639566.51
1016,199332.34
1017,862516.31
1018,830207.58
1019,809008.17
1020,872570.06
1021,906438.72
1022,269813.17
1023,532649.68
1024,327579.66
1025,140470.55
1026,635384.14
1027,196766.69
1028,243191.38
1029,247218.4
1030,187994.55
1031,57538.24
1032,47190.98
1033,566965.61
1034,958954.26
1035,688192.82
1036,523745.94
1037,514829.89
1038,917133.38
1039,613148.12
1040,875385.67
1041,926792.08
1042,243723.46
1043,654900.24
1044,199963.09
1045,213052.08
1046,239334.53
1047,128242.17
1048,916092.29
1049,258592.08
1050,289335.7
1051,431514.47
1052,348102.35
1053,192843.32
1054,27143.54
1055,954275.43
1056,85791.47
1057,69387.45
1058,386965.85
1059,672743.95
1060,658610.13
1061,557572.6
1062,808060.49
1063,32148.48
1064,902657.66
1065,826722.0
1066,367736.47
1067,369605.78
1068,184021.33
1069,543153.23
1070,102758.78
1071,884017.37
1072,802470.92
1073,869626.02
1074,893328.98
1075,391235.33
1076,968770.43
1077,416137.47
1078,525454.15
1079,372773.57
1080,197019.7
1081,661148.48
1082,762311.77
1083,936702.81
1084,575653.63
1085,618363.23
1086,525698.65
1087,79456.68
1088,15949.45
1089,496658.09
1090,239703.03
1091,147687.85
1092,129738.38
1093,499113.0
1094,504803.64
1095,466917.57
1096,768530.83
1097,870298.45
1098,198406.45
1099,135005.91
1100,610797.5
1101,397484.38
1102,727669.21
1103,341370.31
1104,656129.99
1105,836200.46
1106,919423.12
1107,158587.65
1108,555957.21
1109,612327.76
1110,154058.29
1111,750726.85
1112,119949.1
1113,733.91
1114,626812.76
1115,650045.24
1116,758401.99
1117,997077.96
1118,612233.65
1119,648622.14
1120,605921.25
1121,697777.21
1122,52843.06
1123,174255.48
1124,710582.47
1125,441938.84
1126,140378.6
1127,246631.43
1128,838309.9
1129,241922.16
1130,355415.33
1131,84176.64
1132,333942.88
1133,87186.49
1134,349020.62
1135,594674.15
1136,147716.23
1137,844765.84
1138,521584.04
1139,536767.81
1140,811582.7
1141,728738.36
1142,582151.07
1143,232085.89
1144,335886.77
1145,410537.69
1146,532926.13
1147,354934.21
1148,27206.98
1149,423896.98
1150,123970.85
1151,454775.29
1152,300662.95
1153,252925.41
1154,584493.9
1155,374760.7
1156,82460.6
1157,132445.72
1158,858878.0
1159,903082.29
1160,893583.05
1161,910955.52
1162,411386.76
1163,917023.43
1164,60884.24
1165,582927.3
1166,229766.38
1167,187414.27
1168,76304.7
1169,386389.84
1170,129141.15
1171,706035.23
1172,575158.37
1173,489688.67
1174,712611.41
1175,68736.16
1176,540961.44
1177,787546.91
1178,516854.91
1179,839085.97
1180,58748.7
1181,476750.29
1182,398641.99
1183,233318.04
1184,561113.0
1185,397421.85
1186,76144.77
1187,49147.49
1188,656710.96
1189,603457.72
1190,166329.58
1191,224910.62
1192,778109.84
1193,563495.78
1194,802549.19
1195,91226.05
1196,429131.33
1197,949050.56
1198,436861.1
1199,828502.4
1200,778557.45
1201,465377.35
1202,281543.3
1203,500110.21
1204,897376.65
1205,599354.69
1206,833780.72
1207,254138.19
1208,606074.21
1209,730117.4
1210,155026.63
1211,838967.67
1212,570586.55
1213,482911.1
1214,457713.78
1215,595690.45
1216,314936.26
1217,497235.13
1218,619966.19
1219,255851.84
1220,583818.42
1221,46270.11
1222,641664.19
1223,832709.34
1224,939421.43
1225,828813.24
1226,38493.45
1227,445780.64
1228,327398.78
1229,666207.91
1230,71404.84
1231,543358.09
1232,839092.39
1233,932041.79
1234,798443.16
1235,538527.29
1236,884374.66
1237,169994.09
1238,77180.8
1239,84873.01
1240,794559.65
1241,187947.91
1242,805113.78
1243,606246.41
1244,124839.84
1245,114683.56
1246,808461.64
1247,592120.03
1248,189081.48
1249,71688.33
1250,567339.89
1251,246859.55
1252,270812.58
1253,339053.24
1254,627024.79
1255,475096.68
1256,268358.3
1257,482665.79
1258,139633.1
1259,232920.18
1260,406447.8
1261,420705.24
1262,42173.66
1263,40805.21
1264,36726.96
1265,450936.27
1266,68340.44
1267,841356.64
1268,974180.08
1269,265929.79
1270,761986.51
1271,268019.75
1272,108915.21
1273,975029.07
1274,43121.54
1275,311089.46
1276,698442.03
1277,204383.75
1278,443564.33
1279,449023.84
1280,596404.47
1281,450477.33
1282,78646.79
1283,825816.41
1284,940814.16
1285,78556.98
1286,469952.46
1287,745004.92
1288,932631.47
1289,439620.25
1290,747977.85
1291,727083.77
1292,7451.82
1293,200601.91
1294,33036.19
1295,428495.39
1296,691041.39
1297,510628.25
1298,343446.45
1299,362344.09
1300,980216.27
1301,244718.88
1302,283632.33
1303,609196.39
1304,31713.08
1305,361900.75
1306,207350.73
1307,630580.19
1308,785264.05
1309,271771.08
1310,883754.42
1311,610432.82
1312,747013.28
1313,846125.28
1314,116882.1
1315,582908.64
1316,928403.37
1317,767126.52
1318,393215.74
1319,570413.98
1320,487567.14
1321,731101.44
1322,503312.21
1323,967587.64
1324,945383.79
1325,969903.86
1326,879992.37
1327,529648.09
1328,754417.26
1329,881224.58
1330,589121.47
1331,71151.35
1332,838375.75
1333,466979.58
1334,531093.55
1335,376651.97
1336,785771.35
1337,487230.76
1338,696805.3
1339,794232.7
1340,529614.47
1341,984696.31
1342,593402.67
1343,277303.69
1344,756816.47
1345,690988.28
1346,727738.26
1347,865588.13
1348,944110.69
1349,187852.52
1350,951184.65
1351,997833.11
1352,771241.66
1353,135479.49
1354,809149.23
1355,781784.45
1356,281454.62
1357,624254.0
1358,635848.16
1359,933461.8
1360,40190.9
1361,445682.07
1362,432160.99
1363,179838.68
1364,107480.62
1365,388676.41
1366,792659.07
1367,741573.99
1368,541626.05
1369,985208.2
1370,645520.96
1371,444074.73
1372,956783.21
1373,633254.35
1374,73128.05
1375,175199.69
1376,23890.68
1377,680841.87
1378,291452.51
1379,666665.56
1380,899823.01
1381,940518.55
1382,913252.92
1383,738851.1
1384,306339.83
1385,688322.8
1386,483770.83
1387,659179.49
1388,7288.49
1389,959439.1
1390,816306.63
1391,546229.48
1392,612151.81
1393,721105.46
1394,609558.1
1395,769070.48
1396,704527.98
1397,39651.86
1398,531887.69
1399,873315.71
1400,668671.92
1401,368706.77
1402,514961.6
1403,652454.91
1404,264303.28
1405,112930.86
1406,574826.15
1407,328229.53
1408,943079.09
1409,998089.79
1410,765200.8
1411,839733.06
1412,424176.7
1413,938095.92
1414,960958.47
1415,547173.54
1416,87654.05
1417,115945.92
1418,96626.08
1419,935408.45
1420,567706.52
1421,570048.51
1422,672237.75
1423,744336.77
1424,179597.72
1425,120734.49
1426,731562.69
1427,669768.77
1428,441632.42
1429,454532.51
1430,911327.07
1431,924339.29
1432,490690.66
1433,849398.17
1434,369755.09
1435,433208.07
1436,220449.16
1437,972992.03
1438,859538.73
1439,228233.32
1440,649201.78
1441,970942.95
1442,907590.98
1443,826101.71
1444,465457.85
1445,490480.0
1446,53626.46
1447,146276.02
1448,473093.67
1449,473047.93
1450,625385.46
1451,157779.17
1452,995734.47
1453,215421.36
1454,116522.22
1455,462541.97
1456,253222.86
1457,817805.97
1458,385370.1
1459,6235.08
1460,767773.37
1461,414677.16
1462,894583.99
1463,247658.44
1464,336246.45
1465,520997.47
1466,340560.5
1467,193803.97
1468,348986.25
1469,206209.53
1470,536978.66
1471,848814.52
1472,868212.68
1473,136720.58
1474,167309.68
1475,3455.48
1476,433115.29
1477,831000.28
1478,172434.83
1479,842161.27
1480,641749.26
1481,957488.63
1482,671967.74
1483,334105.2
1484,413254.3
1485,418949.05
1486,563136.64
1487,821755.19
1488,365947.32
1489,26392.28
1490,487952.62
1491,951395.08
1492,244191.14
1493,822612.1
1494,662300.87
1495,784545.26
1496,148368.98
1497,912612.66
1498,474966.35
1499,245884.34
1500,186740.23
1501,91181.51
1502,163722.12
1503,989176.51
1504,310262.55
1505,267774.62
1506,151037.92
1507,31036.44
1508,49683.24
1509,253960.78
1510,155215.13
1511,98408.86
1512,547940.19
1513,776277.41
1514,237523.65
1515,169973.54
1516,279784.15
1517,359495.92
1518,179595.58
1519,673570.19
1520,490045.93
1521,130132.01
1522,555892.56
1523,26844.46
1524,417764.36
1525,155846.87
1526,689422.08
1527,922463.63
1528,44019.88
1529,837398.99
1530,78941.02
1531,13790.35
1532,384191.74
1533,69493.38
1534,779276.64
1535,255663.41
1536,923595.85
1537,255513.37
1538,762219.46
1539,491194.84
1540,558927.5
1541,181157.89
1542,846417.63
1543,864666.18
1544,195078.64
1545,605866.69
1546,242917.34
1547,955294.29
1548,477716.01
1549,561424.05
1550,816396.15
1551,523522.87
1552,374626.88
1553,248390.13
1554,551054.0
1555,905033.87
1556,241362.9
1557,958214.86
1558,299957.82
1559,724029.75
1560,643011.43
1561,990790.63
1562,643078.29
1563,966777.39
1564,714368.59
1565,91519.31
1566,342149.37
1567,308423.36
1568,645475.38
1569,264042.39
1570,15760.93
1571,197819.75
1572,424780.25
1573,670364.67
1574,213605.31
1575,238224.65
1576,494030.45
1577,226038.69
1578,972864.74
1579,6478.28
1580,992457.81
1581,401073.41
1582,369521.66
1583,841579.01
1584,740361.92
1585,716217.0
1586,417534.35
1587,152404.27
1588,705866.76
1589,627319.95
1590,341064.85
1591,463977.18
1592,124965.47
1593,974927.05
1594,51056.55
1595,100431.34
1596,835755.99
1597,873537.17
1598,969072.25
1599,92128.54
1600,792395.78
1601,11304.82
1602,138379.5
1603,749164.52
1604,823381.08
1605,965516.84
1606,341721.57
1607,480041.57
1608,265987.06
1609,263468.58
1610,229117.96
1611,86344.01
1612,561081.38
1613,94098.98
1614,7487.65
1615,912765.47
1616,588210.67
1617,359054.41
1618,385251.9
1619,954780.44
1620,424702.63
1621,623927.23
1622,818615.62
1623,86517.57
1624,155516.4
1625,662733.93
1626,176140.33
1627,683519.6
1628,783314.76
1629,786132.96
1630,692754.82
1631,787211.23
1632,382589.39
1633,218544.83
1634,431017.29
1635,595141.76
1636,807263.42
1637,496789.24
1638,81608.75
1639,46495.88
1640,325340.8
1641,749279.53
1642,938610.6
1643,322750.96
1644,481304.31
1645,382521.15
1646,914446.99
1647,607958.67
1648,327960.58
1649,594371.09
1650,371526.92
1651,353744.58
1652,586013.31
1653,625665.7
1654,395728.33
1655,828330.89
1656,577628.07
1657,60969.36
1658,722141.93
1659,396598.2
1660,689023.37
1661,154966.37
1662,862854.2
1663,825288.73
1664,789681.45
1665,801194.79
1666,322907.28
1667,426660.64
1668,723418.19
1669,794944.4
1670,645151.58
1671,920451.6
1672,797235.21
1673,189.48
1674,341018.04
1675,594654.02
1676,473650.76
1677,473759.33
1678,216521.48
1679,683255.77
1680,571803.37
1681,199957.46
1682,351709.22
1683,307438.67
1684,244854.37
1685,691442.69
1686,814259.14
1687,184685.85
1688,708307.73
1689,991044.67
1690,859125.86
1691,384324.06
1692,290313.21
1693,363131.13
1694,739153.2
1695,738058.91
1696,766334.43
1697,118867.85
1698,8884.93
1699,369893.86
1700,608998.09
1701,59026.22
1702,763764.09
1703,208650.46
1704,327820.76
1705,520948.4
1706,721546.51
1707,520086.61
1708,648300.3
1709,167720.03
1710,658540.17
1711,60678.14
1712,767160.95
1713,215238.53
1714,963976.07
1715,286991.17
1716,880221.89
1717,800340.79
1718,794080.0
1719,372102.62
1720,413271.54
1721,386314.83
1722,736359.48
1723,797947.01
1724,919825.28
1725,574046.34
1726,484328.5
1727,654916.24
1728,591681.65
1729,289950.33
1730,725709.89
1731,254837.85
1732,87638.2
1733,270350.85
1734,319783.93
1735,768740.14
1736,515367.53
1737,996424.61
1738,620763.68
1739,53892.35
1740,680011.42
1741,882798.45
1742,713427.84
1743,543204.7
1744,891274.66
1745,956554.46
1746,348610.56
1747,107656.01
1748,489030.92
1749,527352.01
1750,682584.22
1751,900962.05
1752,909348.39
1753,97253.98
1754,243660.09
1755,853730.89
1756,610377.14
1757,359405.52
1758,85188.16
1759,371932.14
1760,945446.26
1761,872620.53
1762,907413.44
1763,765306.95
1764,207798.15
1765,714593.63
1766,115950.05
1767,330217.94
1768,292785.34
1769,227262.59
1770,861276.65
1771,768427.19
1772,861348.49
1773,824574.29
1774,158911.01
1775,206047.65
1776,503968.46
1777,506244.41
1778,877480.34
1779,469322.93
1780,230214.92
1781,311875.68
1782,370433.25
1783,71028.59
1784,969850.36
1785,563640.67
1786,214758.66
1787,850633.79
1788,29124.18
1789,136534.07
1790,828797.39
1791,397669.54
1792,983023.56
1793,630491.5
1794,936523.54
1795,461691.35
1796,491166.22
1797,266490.9
1798,650392.13
1799,548150.43
1800,244485.71
1801,935992.33
1802,436902.48
1803,574836.01
1804,214351.24
1805,928160.4
1806,352192.74
1807,164318.04
1808,58189.51
1809,320323.41
1810,546583.5
1811,276876.33
1812,835750.74
1813,183105.49
1814,633701.03
1815,373189.12
1816,21359.26
1817,873188.02
1818,518298.2
1819,428766.32
1820,760659.71
1821,773919.35
1822,864105.67
1823,736969.25
1824,379050.78
1825,384354.7
1826,97289.21
1827,186663.75
1828,48650.29
1829,615566.5
1830,229240.2
1831,444483.58
1832,779784.57
1833,519216.03
1834,578541.16
1835,606951.58
1836,583176.23
1837,494007.79
1838,156896.29
1839,586912.74
1840,74694.9
1841,623405.33
1842,720318.61
1843,106969.82
1844,939732.07
1845,83063.93
1846,304644.99
1847,485464.93
1848,865541.96
1849,372300.09
1850,335267.47
1851,521649.15
1852,284091.52
1853,760973.1
1854,650020.42
1855,540214.18
1856,834961.34
1857,857151.87
1858,384725.91
1859,647509.85
1860,740208.24
1861,588027.84
1862,70375.54
1863,545570.44
1864,835485.8
1865,579209.24
1866,826461.25
1867,73736.07
1868,419682.75
1869,847038.24
1870,555185.97
1871,328935.98
1872,848109.6
1873,923127.12
1874,255936.38
1875,308790.32
1876,571097.05
1877,869281.16
1878,917902.44
1879,439525.85
1880,295597.29
1881,46457.55
1882,610357.68
1883,967395.25
1884,680768.16
1885,432911.66
1886,621518.01
1887,736654.48
1888,942158.57
1889,23276.05
1890,685515.45
1891,435456.53
1892,970955.74
1893,196970.71
1894,352015.6
1895,159179.48
1896,898581.28
1897,744903.82
1898,73102.93
1899,766473.87
1900,673480.24
1901,961848.32
1902,50346.93
1903,611910.95
1904,493492.83
1905,25024.88
1906,622713.48
1907,748167.83
1908,45930.75
1909,332164.02
1910,200602.23
1911,680457.53
1912,305262.18
1913,724603.45
