Registration_id,Course_id,Client_id
323,48800,51997
324,59148,13765
325,72987,14691
326,18522,56323
327,62428,86282
328,83583,90410
329,47239,45478
330,91108,31688
331,84495,33420
332,23832,1631
333,23356,5272
334,75268,28474
335,86163,44760
336,84346,91422
337,87289,39669
338,2687,3935
339,50753,72787
340,72774,39044
341,88971,45610
342,56367,94368
343,30661,74796
344,22157,62840
345,87364,79807
346,45239,19367
347,3950,1326
348,46695,23141
349,95600,9444
350,9372,14935
351,7475,33551
352,8441,91682
353,16682,35117
354,50192,60042
355,24368,91788
356,54481,18412
357,21666,62127
358,96154,87811
359,66251,9250
360,42184,96585
361,69728,18768
362,6299,1483
363,30111,60651
364,16963,76789
365,74489,76055
366,88152,43064
367,40974,82372
368,28529,47059
369,54885,83760
370,69888,77894
371,44371,2877
372,35762,30576
373,60937,33365
374,5056,50285
375,51652,32185
376,52042,72801
377,95358,48227
378,89459,58971
379,77578,25548
380,30611,11182
381,72590,71824
382,91441,84482
383,38383,67879
384,3620,63539
385,40927,66949
386,88029,41012
387,5458,72284
388,57382,53034
389,10761,13874
390,51358,38512
391,52060,38187
392,8946,58464
393,6943,66665
394,58329,53623
395,40405,70568
396,56071,97647
397,43121,88024
398,61325,66449
399,43746,34955
400,17283,31935
401,87607,93216
402,84167,10271
403,14928,63672
404,68809,14512
405,20317,48607
406,53348,80701
407,71610,80170
408,35421,28571
409,86632,31771
410,46814,82092
411,97195,70610
412,31370,37086
413,70332,56231
414,50262,96308
415,39649,12774
416,88873,18941
417,99709,32179
418,61751,70076
419,86332,46753
420,95962,9341
421,43085,65203
422,84633,28578
423,52285,37773
424,12993,90490
425,13913,42481
426,95217,50529
427,91299,152
428,56366,55273
429,82632,19606
430,50800,91722
431,26706,99215
432,30359,24590
433,90072,90622
434,46871,44782
435,1629,5813
436,48213,99100
437,26109,52597
438,2477,1676
439,27315,29525
440,11477,660
441,1829,88141
442,34718,3955
443,83157,87974
444,44651,47302
445,32175,56601
446,88550,76128
447,22041,62649
448,89397,10491
449,83877,55901
450,86012,71008
451,78524,15618
452,910,36015
453,33398,71776
454,26963,27657
455,99892,92628
456,99272,5502
457,72902,46341
458,57562,28215
459,31753,31813
460,92067,55799
461,13854,43720
462,23784,7016
463,97591,6651
464,40797,70588
465,31689,96924
466,18138,58825
467,54993,27869
468,13613,64821
469,92616,32246
470,26733,10068
471,95055,58627
472,41128,51263
473,45833,7961
474,40560,12639
475,69051,54132
476,71337,15496
477,22523,8122
478,6148,2186
479,96452,86633
480,31311,82590
481,87581,89356
482,26188,92658
483,42553,93041
484,69763,76275
485,5831,12704
486,29009,64795
487,60929,52579
488,97623,2735
489,51264,25150
490,95652,89865
491,43430,4034
492,35633,98241
493,16281,73045
494,12525,69780
495,59204,32077
496,39592,74854
497,34197,13551
498,59569,39968
499,70089,51615
500,34890,40995
501,75266,34081
502,23018,33800
503,68082,73433
504,98432,11822
505,93465,62585
506,79303,75637
507,27887,20866
508,35669,36609
509,51616,15326
510,2894,97896
511,66239,38242
512,77824,72264
513,83872,58006
514,30389,27408
515,23798,71878
516,29621,11609
517,85110,96417
518,49567,70828
519,85544,51157
520,26976,20771
521,89514,63479
522,89288,63762
523,16048,1093
524,1403,77706
525,77103,34072
526,3659,84435
527,88392,92074
528,14668,27618
529,95288,37664
530,51312,16085
531,13544,71077
532,25448,61851
533,96302,76969
534,5908,4939
535,71421,93767
536,70404,29624
537,79731,77857
538,75591,52901
539,66544,15219
540,7728,63085
541,11931,47711
542,90595,36510
543,57843,4461
544,33170,80277
545,2698,1106
546,64204,77462
547,53128,95067
548,57274,70450
549,9060,56442
550,31659,8326
551,17255,54213
552,42560,32659
553,60552,49410
554,20562,53884
555,45984,21040
556,27314,52766
557,83612,90590
558,93209,3169
559,67537,77624
560,63020,97158
561,84285,19943
562,20851,4476
563,16434,34564
564,3566,2714
565,4486,23457
566,97931,32669
567,16889,29941
568,46483,51196
569,65860,89568
570,13927,70531
571,30427,86247
572,64672,95227
573,39481,70044
574,75449,6801
575,54314,88845
576,98282,42192
577,63186,76561
578,99773,70328
579,13127,3416
580,66,57237
581,10989,41292
582,24025,61178
583,99256,42544
584,4395,65
585,72902,57567
586,47559,16536
587,70921,22720
588,66427,27578
589,77906,93482
590,92126,52547
591,90772,4405
592,15653,34193
593,76965,6338
594,85116,16497
595,84231,68666
596,16031,6150
597,6733,24011
598,14604,7079
599,53093,29736
600,97104,15029
601,61946,38301
602,38064,85980
603,34094,59389
604,67453,89204
605,45917,41359
606,12107,84920
607,64681,32469
608,84801,53742
609,21378,8698
610,77922,6537
611,30929,98324
612,97653,91857
613,86152,44917
614,78703,77405
615,84876,86916
616,30390,68858
617,48482,32272
618,94406,54634
619,19367,85328
620,69181,63753
621,47232,7369
622,87465,2511
623,65232,7617
624,45327,60682
625,49203,6046
626,32979,77325
627,75600,92516
628,8014,74851
629,33948,9786
630,84847,52338
631,96984,44272
632,80321,27052
633,21591,65859
634,92563,46575
635,4652,46672
636,45786,92583
637,17916,8128
638,47123,37378
639,40792,59913
640,56732,14551
641,43735,46343
642,10481,60166
643,83625,62471
644,59277,69939
645,76020,8942
646,74741,90276
647,75971,82622
648,86912,65385
649,17189,83917
650,98087,13634
651,35287,35655
652,37413,51235
653,61649,84876
654,23651,64685
655,90984,98894
656,77477,27555
657,36002,20270
658,36872,20043
659,48287,9612
660,38597,92290
661,24846,46535
662,94717,47721
663,42154,56573
664,85239,43153
665,70553,96020
666,48426,40479
667,69300,73901
668,88192,17888
669,89809,32279
670,78037,49900
671,35260,138
672,64392,32747
673,85464,97915
674,10794,28633
675,29304,51762
676,75680,30778
677,43309,31053
678,55995,18773
679,96006,57823
680,63315,79363
681,74069,22861
682,23291,18486
683,53510,90089
684,24493,46528
685,19632,58815
686,29698,53725
687,97661,6274
688,12648,1006
689,78494,67398
690,57841,18431
691,78870,13801
692,84005,39362
693,8104,36319
694,19415,52824
695,24422,2367
696,71716,46116
697,63687,75714
698,78360,75539
699,72685,78235
700,3651,74995
701,32514,82560
702,41660,59473
703,21833,70027
704,6081,28835
705,63223,84652
706,96693,15762
707,26168,74063
708,52025,84175
709,23461,75667
710,354,68423
711,22983,97268
712,75415,61451
713,96211,29295
714,44270,30516
715,69611,98420
716,48128,2216
717,19179,22506
718,139,9715
719,20419,88670
720,62978,41465
721,73355,26301
722,48550,63217
723,96338,5225
724,23167,2311
725,52363,6982
726,66849,50968
727,97784,68695
728,79642,8797
729,68905,9505
730,27356,45136
731,30557,35680
732,43906,78612
733,73913,62905
734,65095,42748
735,7039,6812
736,12755,86641
737,55057,10746
738,89937,69256
739,85122,67592
740,26037,34103
741,58835,29573
742,59642,33969
743,59095,97230
744,78685,9883
745,59907,67943
746,79370,29037
747,70700,44826
748,86785,64622
749,92765,39315
750,54172,81339
751,80817,12562
752,60854,93026
753,60524,46666
754,1311,89504
755,66700,32159
756,38702,28994
757,58459,12249
758,24012,43834
759,89190,99505
760,47950,63891
761,8787,86154
762,48970,23935
763,34428,5046
764,14403,97289
765,27867,81852
766,49408,80958
767,66055,98711
768,63514,11888
769,92193,16141
770,20583,65927
771,65447,97103
772,48725,7412
773,95017,6915
774,28411,65550
775,82472,67935
776,91551,71189
777,7155,20984
778,26011,99514
779,18906,71852
780,76944,6983
781,47017,80899
782,22158,79446
783,35183,3292
784,63132,96644
785,43864,35208
786,12780,90413
787,88080,58388
788,55363,82586
789,58960,40430
790,25129,25461
791,36833,45283
792,17520,22533
793,11970,10374
794,3303,90525
795,39508,61834
796,79710,49290
797,99145,76595
798,53472,33636
799,37897,13642
800,47091,62475
801,86673,38190
802,59271,15764
803,84965,12619
804,743,57687
805,47617,8652
806,47722,63299
807,35373,66837
808,67000,7514
809,98327,44873
810,51466,22486
811,51102,44926
812,43125,46293
813,25544,21742
814,53183,16528
815,17268,36692
816,40738,97019
817,50504,22968
818,70697,64904
819,2613,81417
820,16346,19286
821,75549,49118
822,71833,7577
823,44625,43318
824,73980,49605
825,57535,81041
826,43326,120
827,44708,50235
828,78100,9332
829,32051,44604
830,6101,44075
831,78254,65194
832,8405,12834
833,37859,8613
834,19925,68757
835,63126,55160
836,16806,58042
837,39449,32342
838,19188,70647
839,32199,92060
840,12017,31713
841,19361,50024
842,61209,67958
843,23794,67850
844,34033,80611
845,3134,51075
846,40235,73715
847,79127,44947
848,65352,776
849,44373,70580
850,50050,1916
851,48014,56090
852,29630,3907
853,21018,11603
854,27077,66985
855,6855,8069
856,73226,19167
857,46321,1827
858,78410,71583
859,41120,72240
860,94546,77135
861,98668,60460
862,5080,78428
863,89830,49596
864,16703,57142
865,681,13356
866,36757,29374
867,27376,29208
868,72545,69157
869,75752,79116
870,25285,9870
871,76426,73061
872,11359,87357
873,81676,42298
874,43864,37280
875,72003,57141
876,61964,26937
877,78049,45239
878,52449,37170
879,79302,33676
880,6516,4297
881,64075,14537
882,15638,10000
883,75662,48500
884,27335,17995
885,58165,9811
886,15974,13997
887,34302,91031
888,75568,58795
889,23927,22408
890,68632,5489
891,10861,52543
892,93072,10712
893,47295,41760
894,25705,54250
895,27453,32799
896,22980,23338
897,83388,65684
898,68854,55041
899,31652,13462
900,30583,2538
901,76658,39411
902,90068,98880
903,22504,76349
904,68097,29612
905,53769,34905
906,36967,26555
907,69829,49748
908,36153,54837
909,30592,27030
910,71640,28851
911,30284,2367
912,69045,72740
913,1952,6482
914,86830,92325
915,93343,90183
916,27160,125
917,12337,63608
918,18135,54677
919,95306,22896
920,79444,69653
921,63037,58746
922,24435,53997
923,63986,68389
924,26187,49776
925,40083,73393
926,90772,4285
927,13289,24903
928,19144,71361
929,6578,28274
930,36687,66979
931,93871,62774
932,87212,3668
933,51916,14693
934,39686,36700
935,82307,3204
936,81660,11635
937,29882,14239
938,557,96130
939,24623,85900
940,74080,2315
941,96289,47075
942,96874,59313
943,56096,92472
944,98782,96817
945,10660,33802
946,79814,53517
947,64278,59080
948,96503,46809
949,12923,2460
950,19025,98523
951,49673,76897
952,85957,85983
953,47782,60255
954,86401,43284
955,80282,3488
956,15630,46836
957,30786,14171
958,93102,57369
959,92989,89769
960,38197,52491
961,5281,64650
962,15922,82137
963,21885,33434
964,88937,3562
965,38740,5773
966,1913,64936
967,11875,17740
968,1134,63384
969,52979,85437
970,69284,29904
971,34594,29795
972,78523,56086
973,43764,33258
974,1389,48665
975,4433,68564
976,17041,74173
977,36256,16397
978,23402,87624
979,29144,9010
980,55579,70184
981,5719,14008
982,99850,34958
983,28498,66900
984,44514,85630
985,81641,55419
986,94669,16615
987,55626,30936
988,43873,95568
989,95110,33760
990,82379,3289
991,93293,68083
992,71824,73938
993,18881,33113
994,53895,59009
995,50901,37292
996,57275,70294
997,22511,73066
998,75712,42770
999,99912,72723
1000,1400,84514
1001,67279,75413
1002,66428,10046
1003,93666,69666
1004,31814,95786
1005,71539,41659
1006,43487,99083
1007,29812,80381
1008,39485,38319
1009,76078,38445
1010,49786,48773
1011,41271,5623
1012,91360,45933
1013,6436,42693
1014,44920,16742
1015,9986,41444
1016,42874,59279
1017,98275,2345
1018,76012,65573
1019,53222,13925
1020,65619,38610
1021,38906,39383
1022,23828,73054
1023,77562,71343
1024,14087,77666
1025,64620,29665
1026,29648,39167
1027,1375,66173
1028,76531,57266
1029,41702,78017
1030,24722,49713
1031,29942,51520
1032,57859,9319
1033,73658,85850
1034,1460,61848
1035,56725,8205
1036,28869,60496
1037,9918,47947
1038,46375,96659
1039,57980,81413
1040,82683,93078
1041,88166,12354
1042,7177,80779
1043,11040,58150
1044,88581,90207
1045,53898,4019
1046,89762,42935
1047,3443,91950
1048,64598,59948
1049,65883,42177
1050,69408,24303
1051,51321,55818
1052,54916,7014
1053,84198,1019
1054,32894,77659
1055,96406,49705
1056,11843,73453
1057,17848,15469
1058,51982,78052
1059,19737,76575
1060,97811,12233
1061,30081,2052
1062,8052,17371
1063,86928,52272
1064,19451,90619
1065,98971,3424
1066,42269,75547
1067,55410,98238
1068,36558,31356
1069,13554,64612
1070,41407,20451
1071,72639,92986
1072,14846,73487
1073,37268,52595
1074,2929,97133
1075,13726,90100
1076,81051,55333
1077,69301,78228
1078,68425,82555
1079,63144,41533
1080,9975,88059
1081,43873,30963
1082,17607,10479
1083,93197,48464
1084,37073,28764
1085,27174,58565
1086,32162,11397
1087,39035,62305
1088,5795,80871
1089,58444,62006
1090,73970,46353
1091,86163,73052
1092,55746,30822
1093,25359,98361
1094,60947,46710
1095,48478,681
1096,44710,46401
1097,27194,14099
1098,21130,53911
1099,86613,69551
1100,27385,32785
1101,20302,17433
1102,13153,71948
1103,97469,93432
1104,47707,5520
1105,40245,59411
1106,15944,6679
1107,45870,7386
1108,88634,24178
1109,19951,32129
1110,20595,43922
1111,23803,5409
1112,2692,78084
1113,41028,59375
1114,39849,99080
1115,60298,57013
1116,88468,50878
1117,82062,24001
1118,53463,9923
1119,27369,65726
1120,62754,4965
1121,59559,43227
1122,88995,4947
1123,64,91899
1124,23161,86058
1125,15260,31964
1126,59269,11640
1127,69189,77423
1128,29288,49614
1129,31668,49216
1130,58786,18982
1131,54854,89056
1132,13424,50966
1133,27178,30323
1134,64552,26147
1135,19751,88186
1136,64529,56188
1137,66856,80967
1138,32420,72314
1139,62932,94105
1140,21193,94812
1141,20318,6318
1142,22985,20179
1143,59048,7498
1144,61029,14265
1145,32948,78520
1146,58993,91170
1147,64623,97822
1148,14938,53260
1149,41084,27800
1150,3331,39912
1151,27145,48445
1152,23643,63577
1153,68541,24777
1154,63258,13451
1155,69623,75561
1156,65136,8067
1157,7700,66499
1158,29361,89533
1159,76057,59592
1160,50710,15067
1161,53039,72553
1162,76005,96425
1163,42805,35963
1164,74265,58253
1165,53489,24574
1166,17551,30177
1167,78405,85111
1168,85940,74020
1169,1770,88438
1170,32746,63633
1171,96021,66947
1172,85015,70373
1173,45578,24466
1174,2222,74145
1175,2219,77603
1176,77601,18754
1177,41671,62868
1178,40739,9672
1179,76339,21210
1180,70930,18124
1181,15773,2289
1182,25273,10744
1183,70888,88723
1184,3141,55240
1185,3540,48111
1186,12280,34683
1187,98564,8371
1188,90316,57055
1189,25744,79787
1190,43217,96027
1191,92998,50448
1192,13540,96091
1193,50731,43742
1194,67940,72730
1195,17079,78358
1196,44883,17700
1197,98801,17675
1198,3292,57312
1199,19268,97158
1200,59119,2173
1201,68186,27952
1202,29485,91662
1203,36773,38732
1204,8026,13461
1205,99727,89425
1206,46894,61606
1207,74220,40084
1208,17225,91383
1209,39195,99924
1210,63598,7326
1211,88853,18026
1212,45364,3609
1213,86147,52856
1214,71186,71262
1215,12368,35415
1216,13487,43487
1217,54276,58405
1218,67896,71872
1219,27125,97452
1220,17698,30509
1221,3005,35414
1222,22473,3835
1223,29142,18048
1224,32947,76197
1225,92948,56404
1226,11613,31383
1227,92440,77095
1228,11871,32364
1229,8885,76889
1230,1653,53835
1231,34433,2383
1232,66549,88889
1233,20009,26937
1234,59019,36903
1235,4367,36710
1236,17178,23868
1237,94553,1785
1238,7301,32411
1239,78043,45083
1240,33220,6915
1241,24207,10524
1242,33144,88775
1243,7005,59600
1244,69984,49437
1245,16782,25768
1246,8690,65070
1247,24424,44685
1248,52347,4260
1249,63679,43179
1250,23356,72547
1251,83208,7732
1252,70745,1153
1253,89661,52923
1254,99603,63976
1255,74204,35739
1256,2251,91467
1257,24946,77141
1258,76721,97775
1259,81644,16024
1260,72525,95253
1261,83088,59850
1262,7020,13291
1263,37729,53955
1264,28425,27721
1265,38583,17262
1266,39978,55304
1267,59243,13674
1268,10061,35371
1269,19583,9889
1270,67117,50038
1271,12720,52771
1272,11843,84116
1273,46445,71716
1274,38097,15218
1275,6802,95854
1276,72190,73291
1277,26279,30228
1278,98603,52511
1279,27296,63158
1280,94177,2184
1281,59791,43987
1282,57731,63591
1283,2014,61782
1284,69927,57867
1285,16768,22456
1286,72251,13657
1287,59696,49392
1288,99957,47606
1289,73273,20303
1290,8646,69976
1291,66644,38443
1292,89501,19172
1293,73045,82572
1294,96718,54761
1295,37375,98923
1296,41407,62147
1297,233,22549
1298,52975,17106
1299,22428,78224
1300,4584,20920
1301,69484,64409
1302,45901,19189
1303,94766,60234
1304,68388,73627
1305,41303,34984
1306,22484,32143
1307,77155,56712
1308,57090,93365
1309,58294,60957
1310,14594,10074
1311,29775,72276
1312,5100,21741
1313,20635,68749
1314,91363,69659
1315,9883,49989
1316,88997,76814
1317,39905,29131
1318,77780,35176
1319,35691,39158
1320,79934,12654
1321,8835,84143
1322,50222,13613
1323,45215,65263
1324,43320,55618
1325,18638,10840
1326,66782,93612
1327,24963,90490
1328,54235,41285
1329,59657,98515
1330,71476,56506
1331,73538,71952
1332,70029,97646
1333,43878,80169
1334,25330,57965
1335,5711,15734
1336,20301,44619
1337,23875,67888
1338,86327,25311
1339,86573,48941
1340,98417,27891
1341,14065,3914
1342,28362,34138
1343,68395,71043
1344,69443,39028
1345,31744,2740
1346,45951,45507
1347,77292,13291
1348,38606,26085
1349,58112,93563
1350,65576,5725
1351,71583,60585
1352,72917,45165
1353,19904,55103
1354,24184,20291
1355,30140,22173
1356,2972,2402
1357,42863,24400
1358,60461,56553
1359,33525,96098
1360,79421,39858
1361,27485,62875
1362,81355,59674
1363,95446,73789
1364,90820,14915
1365,82936,30725
1366,20674,44525
1367,95162,21471
1368,77015,1140
1369,88522,78479
1370,65711,66782
1371,19339,40082
1372,3869,84540
1373,91773,52713
1374,36143,55004
1375,88710,11841
1376,37936,30388
1377,18471,79185
1378,71718,35771
1379,30064,45366
1380,82100,86006
1381,54952,51439
1382,2066,23394
1383,2452,44042
1384,5657,41628
1385,88004,51903
1386,9767,16025
1387,67561,53437
1388,20296,28775
1389,91587,40226
1390,45420,47578
1391,5112,16105
1392,60312,72820
1393,56328,28597
1394,9658,99454
1395,54131,15401
1396,46225,39928
1397,98827,2023
1398,24990,39508
1399,90248,91961
1400,68509,84725
1401,57536,2009
1402,42817,83191
1403,60802,85194
1404,65961,12523
1405,37114,79200
1406,80949,62310
1407,21933,41249
1408,38231,94149
1409,25984,60664
1410,79973,64216
1411,20448,3862
1412,98450,60159
1413,66533,60241
1414,98199,52052
1415,45820,10720
1416,63667,15612
1417,86830,95067
1418,77872,72324
1419,59868,5140
1420,50820,58003
1421,94479,61087
1422,30576,77101
1423,9022,11528
1424,83639,43599
1425,69815,23943
1426,35728,56920
1427,7238,99906
1428,51621,88954
1429,49240,64385
1430,62819,17807
1431,32440,14874
1432,49862,39342
1433,26159,39332
1434,62923,36445
1435,22561,94376
1436,74950,51404
1437,78495,65168
1438,26882,92870
1439,22283,62299
1440,87760,84308
1441,23438,83060
1442,933,26378
1443,69343,15576
1444,26764,7648
1445,66606,10244
1446,44973,87751
1447,7108,71574
1448,23235,68549
1449,51599,13101
1450,72148,57647
1451,37874,55082
1452,98386,56373
1453,42347,28613
1454,73469,97109
1455,2212,87215
1456,78473,39388
1457,88878,9107
1458,89431,47847
1459,45826,60452
1460,55129,60270
1461,3631,97001
1462,54501,54090
1463,58697,83751
1464,34788,8798
1465,70498,37179
1466,69120,88081
1467,86250,28008
1468,62136,19097
1469,18151,84903
1470,24059,79910
1471,35613,2863
1472,51666,38123
1473,13999,95122
1474,35900,20642
1475,26441,58237
1476,6555,47417
1477,19819,13392
1478,27523,72973
1479,11489,40358
1480,10352,34560
1481,91480,97577
1482,21133,16852
1483,28065,52973
1484,7439,56883
1485,95835,41646
1486,40598,95970
1487,83799,35650
1488,21059,64425
1489,28203,5085
1490,19920,62358
1491,39598,81939
1492,79347,58826
1493,80546,45353
1494,81511,3927
1495,58487,39018
1496,46743,74359
1497,65588,85572
1498,15216,30855
1499,88603,86217
1500,53488,57011
1501,96969,25337
1502,96106,3930
1503,15377,72518
1504,69155,32989
1505,3029,46288
1506,96324,40256
1507,5471,49231
1508,69084,71288
1509,22384,27342
1510,77598,25681
1511,9986,15725
1512,62679,50743
1513,25800,21109
1514,23664,29901
1515,21429,23680
1516,12016,46288
1517,36295,23951
1518,42215,84541
1519,59227,85348
1520,38954,82929
1521,5203,68085
1522,7650,71698
1523,75589,20088
1524,80704,22267
1525,73001,69132
1526,47417,48516
1527,40231,67682
1528,69156,56309
1529,59067,54403
1530,22726,820
1531,57340,86666
1532,79536,25249
1533,52884,85962
1534,88035,59285
1535,10408,85684
1536,96696,44554
1537,25507,55945
1538,33466,70448
1539,54059,57918
1540,77180,36585
1541,20537,525
1542,59514,68552
1543,21273,3299
1544,47893,26369
1545,73078,75699
1546,8363,25029
1547,30372,18221
1548,18414,44596
1549,13949,41129
1550,74261,51629
1551,228,18300
1552,1748,86596
1553,4638,93737
1554,82935,95281
1555,65372,62177
1556,62824,13629
1557,50,30470
1558,64083,34764
1559,12508,13012
1560,7978,89068
1561,24112,49585
1562,53253,34974
1563,96646,81752
1564,4092,36321
1565,88933,54342
1566,86285,17131
1567,76425,72670
1568,12502,675
1569,89585,6602
1570,61161,89696
1571,10657,36711
1572,4759,82113
1573,47814,25706
1574,58254,28931
1575,41865,44739
1576,84830,70655
1577,46210,90732
1578,37757,38910
1579,35377,79987
1580,12195,56314
1581,48812,84855
1582,79088,81963
1583,59913,13817
1584,82289,23548
1585,40899,17236
1586,39591,50887
1587,43446,22357
1588,11108,74825
1589,9963,31380
1590,11099,82130
1591,66475,28696
1592,79483,78682
1593,24500,89719
1594,48534,61276
1595,91550,82395
1596,61178,52292
1597,20722,11014
1598,47190,79379
1599,43353,5723
1600,12198,41797
1601,25946,77148
1602,32363,97938
1603,10680,66636
1604,35505,21919
1605,44715,83568
1606,54557,9142
1607,86870,64525
1608,8791,89854
1609,87672,31723
1610,54810,93859
1611,58940,71011
1612,1298,5094
1613,61066,45937
1614,53145,47081
1615,63470,67564
1616,96650,36502
1617,35379,39346
1618,42993,2101
1619,9092,70269
1620,98978,15613
1621,34072,58418
1622,19156,71793
1623,14338,75781
1624,49206,88632
1625,10641,5297
1626,54522,54049
1627,9165,4961
1628,73654,1916
1629,75778,94178
1630,88851,24135
1631,9768,88885
1632,23964,86959
1633,88699,88051
1634,44769,65553
1635,24401,42431
1636,41297,65549
1637,97873,60264
1638,18883,15944
1639,83057,21425
1640,15084,11479
1641,66100,30761
1642,8538,45882
1643,13856,5684
1644,64257,30139
1645,17034,75706
1646,87602,20010
1647,89860,89033
1648,65359,99901
1649,28776,34527
1650,54652,16875
1651,49164,37742
1652,754,71674
1653,13517,34062
1654,52457,76169
1655,90017,37788
1656,89490,77857
1657,81891,53322
1658,54932,64732
1659,69171,41341
1660,39555,17848
1661,86290,75742
1662,4991,18902
1663,16761,79857
1664,46149,66879
1665,19639,9068
1666,16714,76531
1667,5122,85780
1668,22493,31192
1669,15516,25596
1670,45545,63036
1671,76980,63907
1672,33666,94620
1673,28202,31068
1674,79268,98845
1675,32117,60023
1676,66081,59015
1677,22509,72890
1678,36711,92065
1679,64141,90754
1680,35456,13643
1681,22522,25737
1682,27402,80681
1683,10433,35655
1684,97358,52493
1685,39981,84551
1686,48037,95140
1687,82830,15497
1688,61394,87872
1689,29865,1924
1690,47141,84897
1691,7549,12283
1692,46877,37104
1693,97804,32556
1694,85125,28586
1695,5888,13240
1696,52529,79333
1697,73349,56224
1698,76147,60484
1699,98105,16144
1700,20266,15517
1701,71232,96761
1702,25624,40523
