Timetable_id,Personnel_id,Type_id
188,45312,37745
189,51364,22589
190,1120,74378
191,9990,52941
192,52186,35003
193,26696,80842
194,19133,46807
195,77548,5726
196,2004,20248
197,56924,2155
198,98985,14683
199,63586,9221
200,65576,38294
201,11022,99976
202,70490,72529
203,31451,36807
204,22682,25071
205,75179,27297
206,84124,46392
207,44260,85350
208,93577,47760
209,35619,93258
210,12208,14622
211,60375,29468
212,93641,65011
213,57264,84657
214,67814,40234
215,62253,89838
216,30933,30836
217,44068,22075
218,24695,37706
219,70697,68985
220,88221,11683
221,66520,65883
222,12390,79815
223,15087,91216
224,68929,71155
225,72448,45641
226,76080,20860
227,46359,15756
228,1173,67792
229,37571,90663
230,82755,91715
231,54950,73099
232,11832,30143
233,7037,5841
234,92072,20376
235,49977,71284
236,90846,59587
237,42924,74038
238,63520,48134
239,6217,87736
240,60379,19130
241,24092,53470
242,39606,97244
243,13303,53300
244,54721,38612
245,53359,49482
246,13254,47416
247,85254,72454
248,10083,19922
249,82291,80289
250,75080,1212
251,69572,3752
252,61102,12469
253,32268,10436
254,22823,19627
255,29272,66362
256,64689,42012
257,37771,90636
258,53838,597
259,46600,62629
260,7565,92208
261,11590,49430
262,64758,89481
263,66361,67516
264,87022,59021
265,60724,95158
266,44024,29214
267,95172,62032
268,20249,7516
269,63554,96208
270,18952,48112
271,3841,34449
272,52206,69798
273,38719,35771
274,10957,61452
275,59899,29047
276,98949,15610
277,25207,66278
278,3232,13548
279,27503,57642
280,70175,15137
281,8143,64692
282,21479,87128
283,12511,3119
284,69750,46296
285,52816,20136
286,4361,90626
287,29191,59608
288,34198,95147
289,57215,3866
290,41167,67438
291,47147,50995
292,40801,57216
293,97792,81594
294,39473,34940
295,56357,76987
296,23003,31638
297,33401,94191
298,24343,58151
299,77860,87260
300,86537,54353
301,26186,71592
302,46728,79106
303,91446,87091
304,99140,50309
305,74349,79084
306,62545,7499
307,62735,35291
308,37136,9587
309,69504,88135
310,80670,70598
311,8244,57880
312,20236,12084
313,63605,92576
314,23714,10245
315,50979,24494
316,15489,89250
317,85830,62793
318,18167,56584
319,24591,97246
320,67565,34512
321,44654,79980
322,65448,32858
323,61315,75618
324,54283,51101
325,87540,69926
326,17944,62861
327,79934,56619
328,43033,67914
329,80539,53225
330,65789,54189
331,83710,85321
332,10583,40592
333,59955,65326
334,40311,43171
335,88217,9490
336,62755,3425
337,78814,83165
338,94991,70493
339,2686,42664
340,86518,54066
341,75814,70129
342,52338,56597
343,78935,24164
344,91221,6632
345,5589,37797
346,702,52031
347,42144,51319
348,43891,80635
349,8574,64473
350,36827,23714
351,38689,74189
352,29820,54188
353,89410,78666
354,59458,51969
355,76836,7480
356,46997,55142
357,80520,25260
358,97865,68624
359,16758,9437
360,84147,84730
361,65607,33518
362,90702,32216
363,19259,18149
364,40815,60754
365,9414,11021
366,10715,20006
367,14919,91658
368,20416,38847
369,535,38596
370,6908,63888
371,6464,43550
372,58009,76746
373,85314,4318
374,78218,9069
375,32429,16383
376,64156,73938
377,56853,80808
378,3336,21376
379,42146,89570
380,936,77969
381,25552,65852
382,53643,13054
383,22897,53472
384,97175,41155
385,14418,66934
386,23263,22416
387,19647,90121
388,2350,44361
389,92975,78593
390,77852,46901
391,15429,46101
392,27552,83248
393,733,92523
394,49498,52326
395,37878,83232
396,2017,70952
397,3150,42876
398,55441,46639
399,44974,18253
400,11422,15333
401,74508,28748
402,29997,58821
403,80007,64040
404,59972,20758
405,44594,76258
406,5676,56683
407,23522,44134
408,62458,22051
409,24596,93699
410,40719,96099
411,32373,43845
412,39768,21932
413,16412,94415
414,96924,31081
415,38078,5374
416,62950,7572
417,24467,47870
418,98234,25887
419,97928,89989
420,69517,68859
421,85022,10999
422,27883,94071
423,91724,19144
424,1603,71954
425,13054,95947
426,29022,12958
427,3148,8404
428,70800,89549
429,21462,31906
430,56376,23762
431,5143,41857
432,85684,81859
433,90053,38114
434,30537,88412
435,38428,92979
436,71944,3486
437,13253,33095
438,9029,76610
439,82728,29215
440,32180,35556
441,8151,73714
442,4869,81806
443,49638,22423
444,18047,50142
445,55485,96363
446,59929,58498
447,28596,83937
448,34222,3160
449,70774,12978
450,81219,44969
451,16185,46937
452,29356,53032
453,59474,36660
454,4968,82883
455,44602,22848
456,28221,39411
457,68529,87067
458,28744,1590
459,66308,60662
460,80385,15424
461,72755,97137
462,42242,58881
463,33723,27087
464,41261,67764
465,70542,15641
466,54591,56272
467,60630,21201
468,63419,11411
469,7264,82877
470,54306,7462
471,70617,85213
472,80860,59644
473,24055,86369
474,25701,27716
475,57110,59320
476,49882,86810
477,56372,24639
478,10731,9748
479,36733,24450
480,98160,58547
481,4896,62683
482,15306,85954
483,32186,43157
484,35627,64308
485,85152,59190
486,25234,58356
487,46348,19372
488,44177,51682
489,82915,34917
490,87230,6465
491,10299,9258
492,86513,66438
493,64202,80009
494,58408,45023
495,25128,88805
496,60988,4530
497,47289,99710
498,56349,56833
499,73721,73215
500,26102,96229
501,16346,941
502,69990,1427
503,31325,61650
504,45581,97860
505,39450,22203
506,47455,71305
507,72817,56915
508,54414,34803
509,86314,32009
510,8495,28000
511,13453,91161
512,99652,52175
513,57716,87388
514,25554,33412
515,89600,84086
516,48055,32643
517,28062,72398
518,10617,54823
519,13267,65701
520,8313,43614
521,27572,48093
522,78484,8456
523,29649,58368
524,88549,69123
525,22753,28719
526,3538,55181
527,1137,29499
528,97547,91086
529,56580,89530
530,27613,90924
531,68813,62277
532,36962,28488
533,89956,75340
534,60105,57259
535,80782,77477
536,84025,10269
537,9185,48367
538,95439,63061
539,60119,26296
540,18487,77632
541,29912,38757
542,93237,38325
543,41379,5827
544,71699,15065
545,90879,75805
546,38800,56979
547,88694,7969
548,70444,15579
549,13062,79600
550,57162,16900
551,97016,88796
552,24567,33378
553,26878,1633
554,84605,43602
555,82230,76856
556,27662,73960
557,12526,33880
558,11535,91712
559,63209,28065
560,85268,21910
561,6091,36964
562,92248,88601
563,40542,84587
564,17028,41609
565,18841,62223
566,11784,54404
567,64366,71858
568,3809,29351
569,44761,24151
570,74251,60855
571,70064,69331
572,56804,68876
573,24259,88383
574,87246,31907
575,44258,11004
576,89070,34368
577,29966,40004
578,55174,3885
579,19993,40151
580,22919,31349
581,3466,38526
582,37215,55672
583,66498,46573
584,56152,21409
585,75056,65035
586,36100,116
587,35227,74623
588,40308,92644
589,8443,69958
590,75754,56537
591,75140,59298
592,29911,97996
593,69714,8460
594,25182,18106
595,7318,63837
596,5958,30932
597,50999,33153
598,13987,89228
599,29011,32047
600,77682,53887
601,14187,6388
602,15264,28934
603,92150,1813
604,60769,5017
605,91778,97686
606,10272,59473
607,15739,65346
608,57426,97088
609,23273,29704
610,4285,89356
611,56767,39030
612,98838,51519
613,13212,60981
614,25477,62662
615,68398,33103
616,29345,75369
617,46955,47660
618,48200,98868
619,98899,73816
620,71292,3193
621,42887,55299
622,74716,90185
623,92204,85952
624,85342,83919
625,1916,45448
626,24027,66955
627,12718,55983
628,20393,21666
629,41020,50073
630,88956,27590
631,85546,78936
632,54928,65986
633,2873,85579
634,33136,31166
635,98232,76118
636,23681,21375
637,65165,42507
638,94098,91808
639,8867,35745
640,43452,72409
641,47735,55334
642,92838,4048
643,82399,80464
644,74558,5772
645,55203,87439
646,3103,191
647,98133,38214
648,34896,50153
649,25036,2978
650,3344,12091
651,98739,2127
652,32604,68925
653,69277,35873
654,80104,31000
655,3550,79076
656,55495,47315
657,24634,38154
658,28046,80742
659,59436,5679
660,86236,1764
661,58489,32437
662,95412,97907
663,81587,62885
664,8621,25113
665,3735,29752
666,21353,52891
667,12126,38766
668,80755,36801
669,19119,35785
670,81036,27882
671,5271,59453
672,10833,60831
673,80559,3896
674,93487,75313
675,16240,51958
676,74775,93411
677,28871,54768
678,92430,21593
679,16965,9180
680,24812,91470
681,93597,87092
682,47698,2022
683,88817,79795
684,94609,64976
685,79708,71864
686,77234,40606
687,96973,5644
688,22988,50616
689,63031,32988
690,59374,67575
691,71831,14359
692,3574,31167
693,1770,82859
694,29161,27832
695,75477,28152
696,47063,59993
697,54976,29695
698,19830,58757
699,84286,22403
700,95421,73748
701,54098,11524
702,65277,20979
703,68899,9345
704,98197,89772
705,2512,11602
706,35154,78154
707,37810,24305
708,79515,96586
709,7213,22805
710,35234,8097
711,12249,17475
712,67217,73866
713,23512,83343
714,22731,11236
715,43453,93591
716,88348,40015
717,21188,65073
718,81394,66226
719,76947,19156
720,69917,75506
721,93615,67053
722,43151,20937
723,7048,48589
724,82408,84751
725,22305,54384
726,14951,9571
727,34356,75560
728,62903,66735
729,56002,72714
730,50853,6164
731,74025,37172
732,47673,17359
733,11564,67864
734,22547,32309
735,70965,44664
736,7407,44585
737,70700,70055
738,11682,38797
739,1536,41473
740,61634,43929
741,10499,78750
742,64561,91681
743,64835,58948
744,45923,99082
745,99867,36695
746,33156,99938
747,97859,15643
748,64506,10487
749,41368,51070
750,98732,85479
751,81394,67934
752,92608,52961
753,74005,78084
754,32973,10184
755,74727,3672
756,53036,89675
757,18503,53894
758,24219,6802
759,46043,6668
760,46102,1680
761,40821,72069
762,23935,94552
763,1880,67959
764,93393,54295
765,48637,62060
766,93166,62897
767,89283,10060
768,78344,53523
769,30793,4882
770,16084,11696
771,67248,57882
772,20241,27917
773,41138,83929
774,34469,93978
775,59292,40133
776,95256,58387
777,52991,56222
778,12788,82538
779,11684,38764
780,24996,19702
781,14595,24571
782,81580,30986
783,72728,14324
784,2927,65734
785,70002,87644
786,26450,96548
787,33073,94150
788,33830,89003
789,10210,7229
790,19132,15800
791,59634,19828
792,56184,50305
793,26760,3857
794,85377,21198
795,93650,63582
796,66242,82699
797,76160,18500
798,6457,44313
799,311,67754
800,16347,43775
801,94332,9386
802,35012,80691
803,75753,25738
804,14297,3384
805,76463,71598
806,47792,49907
807,76840,22806
808,69663,32981
809,95927,13619
810,7730,75935
811,95223,57815
812,41707,89808
813,51647,96543
814,15213,66435
815,91518,10415
816,94597,56083
817,56455,54829
818,33219,59812
819,65151,62807
820,17360,20938
821,32755,5578
822,96506,36548
823,52483,18174
824,61803,56848
825,74366,3760
826,59379,83578
827,60696,47513
828,82556,92026
829,33942,48706
830,30649,36689
831,86895,62735
832,30964,98137
833,41087,39760
834,62004,28046
835,6654,28887
836,93447,89039
837,93251,56567
838,48556,6693
839,56141,42631
840,18321,28882
841,93912,91340
842,25090,67634
843,57090,42627
844,87166,10676
845,33525,20909
846,74714,76134
847,58558,28369
848,95788,64235
849,46655,76927
850,43022,94000
851,29442,13465
852,98386,52634
853,89109,24036
854,79365,85450
855,72065,55668
856,22084,19895
857,54539,73281
858,37045,640
859,28587,91169
860,95443,20050
861,32482,45867
862,18724,16575
863,61001,35630
864,18921,56333
865,96988,13563
866,73978,16721
867,49210,36937
868,30637,73231
869,81585,8602
870,29582,3416
871,82213,30913
872,32209,51396
873,19334,91777
874,60667,11185
875,37014,88436
876,339,47512
877,54033,40639
878,33619,64323
879,81264,19676
880,3655,87838
881,1846,8635
882,69392,88239
883,49630,81551
884,61863,8104
885,91215,93849
886,22074,2429
887,97469,54040
888,80418,81958
889,24279,16353
890,48703,83337
891,13807,76371
892,90308,14042
893,15892,44435
894,60576,16506
895,74878,81379
896,97293,88489
897,20385,56770
898,36802,7416
899,98257,65415
900,22127,60800
901,10661,54378
902,15199,55268
903,37883,82759
904,97035,90471
905,43000,48646
906,7264,43059
907,98598,80392
908,77430,86597
909,1853,84484
910,17939,50309
911,13347,54112
912,94202,95162
913,54988,29835
914,68237,21572
915,69119,65208
916,2456,50347
917,11871,13282
918,86107,90623
919,97301,12553
920,45833,17462
921,2671,66646
922,64651,94259
923,23614,66214
924,8027,91251
925,28950,31675
926,38864,77155
927,7227,71716
928,27461,13466
929,29936,95884
930,16837,65108
931,48969,66859
932,68274,64736
933,27390,97580
934,43771,60757
935,81732,33789
936,2610,46264
937,98975,25942
938,87137,81148
939,54691,36623
940,51212,35382
941,61834,37166
942,53606,34298
943,457,56832
944,49250,34063
945,19368,37437
946,35903,17916
947,5001,8444
948,70698,95549
949,47840,16133
950,90130,41320
951,44114,62377
952,35815,10919
953,24364,9561
954,89612,83934
955,71153,9078
956,28214,4986
957,44067,44715
958,67704,46017
959,70904,27884
960,75814,21379
961,14001,63937
962,17087,23654
963,67488,38949
964,75978,27296
965,36351,44045
966,88956,56978
967,41895,22999
968,69542,49984
969,23493,43020
970,36520,34619
971,46191,3587
972,4635,57051
973,22477,10436
974,59854,45671
975,89195,750
976,81099,32192
977,75328,35477
978,93329,84476
979,24207,33038
980,55492,41943
981,39862,59893
982,40307,46880
983,15970,90015
984,21858,51065
985,40951,90173
986,54564,9697
987,78602,47894
988,64811,99261
989,32097,51565
990,30209,15994
991,62701,22499
992,85662,78024
993,85216,34118
994,99503,6114
995,99387,40763
996,97868,48521
997,96045,2864
998,52431,99153
999,32670,95686
1000,94924,59493
1001,97467,27686
1002,59184,51076
1003,43959,52365
1004,34961,3186
1005,52297,2738
1006,27839,96328
1007,2964,78395
1008,73201,39696
1009,51138,24750
1010,933,49308
1011,19806,8624
1012,13904,45224
1013,71661,57807
1014,71999,95145
1015,42126,91279
1016,30329,11460
1017,75605,43844
1018,46456,79178
1019,8609,42583
1020,86808,73236
1021,13127,91197
1022,3887,76780
1023,33805,1570
1024,4064,89310
1025,47550,71032
1026,57126,77376
1027,21976,64416
1028,4873,82985
1029,38676,31284
1030,85653,9395
1031,24058,99156
1032,44786,5056
1033,73725,45590
1034,39256,17499
1035,64466,40478
1036,78060,50165
1037,14076,89973
1038,8945,40985
1039,32349,593
1040,72022,65516
1041,90210,93714
1042,21053,17562
1043,80219,50135
1044,2467,52665
1045,86316,87692
1046,78047,2024
1047,62220,36103
1048,96840,97735
1049,12215,30741
1050,46845,42602
1051,88300,61651
1052,63199,24282
1053,34668,70018
1054,14472,38803
1055,15691,70171
1056,19356,16693
1057,94074,98079
1058,97621,25676
1059,7224,76270
1060,22261,86436
1061,74736,70829
1062,10284,82285
1063,7194,68403
1064,25007,78489
1065,40629,7204
1066,16787,55103
1067,27731,74474
1068,76384,94324
1069,81785,57074
1070,64820,83
1071,22816,33181
1072,679,1486
1073,44247,38880
1074,15259,70823
1075,58049,11104
1076,17692,84642
1077,66726,27032
1078,63428,87351
1079,68839,25238
1080,38575,23000
1081,76925,8038
1082,45324,4189
1083,35734,59895
1084,76998,41568
1085,50963,62545
1086,83974,58062
1087,10367,16383
1088,2144,98196
1089,81043,13732
1090,16634,45311
1091,97414,77711
1092,28861,205
1093,48620,54077
1094,93114,50254
1095,27831,7494
1096,73849,41840
1097,18203,35958
1098,39507,21224
1099,29757,66659
1100,28593,97295
1101,75135,75665
1102,73552,48157
1103,32690,93502
1104,87461,83943
1105,26023,11276
1106,94808,55564
1107,36884,6514
1108,97561,24230
1109,8784,31147
1110,38264,33676
1111,15094,61385
1112,81049,77172
1113,75273,14995
1114,6738,88276
1115,91087,57984
1116,71927,65145
1117,22976,91106
1118,63540,50940
1119,6159,24661
1120,59427,79660
1121,48506,36985
1122,57353,11281
1123,13401,14252
1124,13448,3767
1125,28649,85893
1126,66794,64535
1127,65502,64634
1128,95925,972
1129,49819,15064
1130,15437,91166
1131,70153,90566
1132,7705,50881
1133,59189,80035
1134,45755,76658
1135,62223,49296
1136,710,56395
1137,67006,38913
1138,94265,57291
1139,93584,83842
1140,6439,56688
1141,82386,82002
1142,82862,18980
1143,60168,23761
1144,60883,41995
1145,4190,53564
1146,31700,51510
1147,78915,85715
1148,59032,85440
1149,49620,42988
1150,70235,47523
1151,81569,21510
1152,57036,92678
1153,32996,51282
1154,65259,97794
1155,36777,89550
1156,76034,83981
1157,64185,33691
1158,42860,49485
1159,17742,54317
1160,12816,34745
1161,25277,77864
1162,83803,12649
1163,10675,90954
1164,64687,44406
1165,81998,72402
1166,64183,7792
1167,65415,14068
1168,88325,23466
1169,4858,16206
1170,50336,14862
1171,837,93729
1172,55586,98634
1173,76436,69244
1174,55120,59829
1175,16597,68945
1176,84577,44944
1177,11662,802
1178,29097,68560
1179,96059,20246
1180,66944,96040
1181,70288,92804
1182,95842,14582
1183,42586,43897
1184,737,62692
1185,78481,56515
1186,68702,5134
1187,86424,71153
1188,75136,54569
1189,10652,30600
1190,63610,84033
1191,19208,64533
1192,74438,53588
1193,33084,69008
1194,17877,27593
1195,77701,29434
1196,22691,77858
1197,3900,22700
1198,81190,28364
1199,59292,72606
1200,83171,72948
1201,53668,45849
1202,14668,50226
1203,75374,37855
1204,32809,12300
1205,18595,67606
1206,7995,18125
1207,51955,70253
1208,27617,64563
1209,4746,96516
1210,735,90530
1211,67210,18737
1212,87085,41973
1213,2494,45142
1214,29688,56187
1215,46684,970
1216,15281,64584
1217,70513,42079
1218,49742,84685
1219,39777,58238
1220,26775,73319
1221,83565,83775
1222,26224,60654
1223,94252,70603
1224,65929,34842
1225,32395,69476
1226,91267,74711
1227,70751,1208
1228,3824,60436
1229,79840,65105
1230,83107,47521
1231,10779,24693
1232,78294,31836
1233,87599,15884
1234,22554,39487
1235,98531,38038
1236,29536,38618
1237,47524,19007
1238,51070,79484
1239,91487,35887
1240,58948,4280
1241,42086,19656
1242,50584,42660
1243,52152,39631
1244,39035,56474
1245,23821,23237
1246,24597,9125
1247,91968,73269
1248,77224,32104
1249,70883,31425
1250,97876,44997
1251,19694,51055
1252,22142,81463
1253,3240,64793
1254,89951,36286
1255,70011,25898
1256,91215,30374
1257,49228,36426
1258,10447,46602
1259,70531,17441
1260,55815,64370
1261,81913,47461
1262,15427,41811
1263,54656,27809
1264,242,73786
1265,87295,9781
1266,80256,99506
1267,88299,21710
1268,47006,48375
1269,21122,30040
1270,36027,74179
1271,30158,74685
1272,3777,28972
1273,33729,69705
1274,96145,13303
1275,79377,80604
1276,16462,62273
1277,70237,90213
1278,87326,57397
1279,83896,3818
1280,62251,34357
1281,9345,67500
1282,891,92721
1283,57745,22948
1284,80603,7529
1285,33332,95257
1286,90233,13259
1287,66843,41577
1288,80924,20302
1289,36591,21109
1290,14619,58007
1291,31063,93049
1292,51846,81891
1293,96363,1998
1294,27182,53992
1295,36957,36049
1296,18123,25859
1297,36000,44330
1298,71923,99649
1299,25829,87995
1300,19368,79968
1301,13959,77857
1302,57764,27075
1303,96817,11318
1304,20107,79298
1305,13429,92237
1306,6756,71219
1307,87752,89875
1308,70585,84219
1309,80785,43926
1310,30985,51644
1311,14535,97253
1312,97439,59155
1313,2136,54186
1314,1922,15923
1315,85466,6263
1316,91796,18661
1317,36531,85674
1318,46812,67619
1319,15773,95212
1320,33194,23132
1321,67270,83072
1322,50964,21612
1323,95142,83399
1324,91737,33675
1325,48426,4826
1326,24074,97793
1327,81907,52669
1328,18317,15825
1329,31802,70951
1330,8163,54573
1331,88375,42921
1332,90890,13117
1333,97856,1603
1334,3658,732
1335,68203,29161
1336,95191,2488
1337,53498,31993
1338,67262,78971
1339,29110,82937
1340,79213,21884
1341,82027,86034
1342,58053,770
1343,12822,69677
1344,35925,69897
1345,1251,14777
1346,36555,42126
1347,60998,98905
1348,96934,60966
1349,5225,57475
1350,46751,88743
1351,42158,2417
1352,89134,71990
1353,15973,83441
1354,95204,77667
1355,1131,89926
1356,68702,45290
1357,67210,47050
1358,31276,84563
1359,88941,773
1360,50667,61018
1361,41195,66862
1362,85239,20076
1363,48432,26318
1364,51278,82796
1365,65815,14836
1366,64659,90503
1367,25289,70511
1368,24845,55748
1369,21905,61147
1370,65991,39067
1371,34504,84551
1372,78919,1175
1373,26746,7911
1374,54782,46029
1375,64741,18456
1376,46936,76859
1377,69298,51468
1378,4895,21008
1379,95470,49680
1380,41753,43154
1381,3977,83307
1382,90203,72042
1383,26995,349
1384,8120,37426
1385,77391,31332
1386,21629,34838
1387,80057,43440
1388,72292,19299
1389,3682,52947
1390,35022,71437
1391,65335,4861
1392,67833,96553
1393,24865,80120
1394,27506,24576
1395,69397,70023
1396,27259,73669
1397,47671,81103
1398,96444,95920
1399,8464,77972
1400,59404,25927
1401,9573,2383
1402,29903,53895
1403,65621,13015
1404,10505,29612
1405,10592,89153
1406,3681,50803
1407,38648,35882
1408,11106,47483
1409,31162,52128
1410,82542,74593
1411,46492,19839
1412,73504,56510
1413,12727,26748
1414,90543,4550
1415,32284,45338
1416,1103,62530
1417,88354,59822
1418,30799,5323
1419,38585,99580
1420,58621,16684
1421,17782,56927
1422,16590,17657
1423,64321,45284
1424,47775,28598
1425,6276,70285
1426,46344,48330
1427,82908,45430
1428,42823,53289
1429,77469,28318
1430,34456,99438
1431,59711,50958
1432,31259,74491
1433,40953,88235
1434,64840,52927
1435,6292,51281
1436,56548,60164
1437,747,14187
1438,82151,93359
1439,64480,23245
1440,73488,25031
1441,82401,8321
1442,51829,71786
1443,41948,62241
1444,3520,66553
1445,6945,31161
1446,31023,67528
1447,95328,9988
1448,57211,95821
1449,41884,47882
1450,61502,44062
1451,732,15469
1452,6027,16594
1453,51971,47027
1454,33909,66472
1455,84713,92501
1456,22997,56941
1457,48697,21673
1458,73603,4687
1459,57418,28025
1460,46369,38230
1461,11861,9836
1462,57860,46365
1463,52538,68772
1464,46811,79641
1465,72717,78480
1466,75655,12665
1467,5546,52278
1468,23395,41973
1469,44596,70848
1470,85276,72364
1471,64615,21187
1472,93829,93237
1473,6832,12078
1474,48961,22621
1475,51934,17302
1476,45513,60365
1477,92282,48531
1478,76316,41870
1479,63170,64454
1480,4366,49255
1481,14085,13931
1482,48735,89800
1483,38464,74595
1484,73637,67074
1485,63194,81416
1486,56320,27279
1487,58470,73541
1488,43425,16806
1489,6093,55952
1490,70275,16604
1491,6882,36098
1492,9467,44928
1493,44029,83772
1494,64294,73030
1495,21787,76619
1496,21574,40631
1497,20038,74547
1498,94614,5505
1499,41366,20598
1500,74103,6036
1501,39571,29740
1502,33442,54312
1503,90655,31996
1504,34657,4923
1505,81830,44513
1506,67351,8310
1507,57999,55144
1508,53253,38831
1509,19524,38777
1510,20307,62606
1511,54353,37576
1512,54822,71621
1513,47341,69570
1514,51801,48966
1515,66773,41881
1516,9221,70242
1517,60316,10044
1518,78025,61690
1519,26843,96555
1520,39988,9115
1521,2623,56172
1522,42494,4276
1523,20482,97643
1524,11172,76326
1525,90107,58773
1526,58021,72565
1527,41127,98835
1528,97185,33681
1529,85110,45195
1530,5257,76059
1531,90662,61230
1532,46190,73315
1533,47172,62557
1534,74033,64907
1535,27110,43404
1536,41143,75895
1537,70662,77965
1538,77663,10930
1539,98575,85982
1540,21154,19126
1541,70588,91782
1542,68694,82068
1543,3027,51893
1544,33941,7058
1545,56838,21049
1546,81452,88847
1547,12163,96556
1548,17321,18603
1549,32856,66288
1550,35335,79899
1551,36770,24606
1552,7461,94070
1553,85932,32620
1554,93767,28882
1555,48582,21393
1556,6840,38086
1557,38909,51798
1558,39108,43694
1559,26609,61453
1560,18793,89668
1561,19710,29360
1562,95204,17754
1563,9463,12209
1564,44650,8175
1565,36761,63865
1566,21692,80456
1567,61203,20914
1568,96489,80143
1569,71385,41695
1570,69921,47647
1571,67,30153
1572,71696,41259
1573,889,59184
1574,40659,27888
1575,53340,92451
1576,62660,666
1577,94800,99706
1578,13299,34949
1579,41314,676
1580,71513,13220
1581,1774,87125
1582,84040,83459
1583,94461,31918
1584,84107,51953
1585,94797,48896
1586,31179,89474
1587,99023,89428
1588,19422,3665
1589,46504,24817
1590,95176,34786
1591,772,11960
1592,5406,653
1593,4174,16049
1594,51132,32899
1595,31087,33103
1596,9963,51176
1597,66740,18408
1598,28970,81574
1599,73926,96433
1600,93192,63398
1601,34946,89492
1602,15167,48679
1603,13809,65005
1604,10078,95406
1605,2585,45101
1606,78610,27033
1607,2374,97037
1608,46990,50495
1609,32981,70764
1610,86219,64799
1611,48717,61397
1612,55186,94771
1613,26705,50929
1614,65098,63872
1615,62470,24099
1616,8618,27211
1617,60140,93651
1618,92281,93093
1619,88762,87466
1620,24118,56235
1621,55229,43053
1622,16934,85384
1623,94367,12018
1624,22072,8565
1625,95112,84657
1626,84462,37031
1627,12590,76180
1628,43234,80317
1629,73562,66110
1630,26311,16762
1631,34903,24923
1632,27484,45713
1633,26062,38788
1634,6120,62855
1635,30406,36236
1636,33934,62969
1637,99389,30950
1638,52798,42830
1639,16809,15686
1640,47787,75008
1641,92240,73564
1642,43256,31707
1643,27319,28516
1644,51271,93989
1645,52947,13047
1646,2566,21869
1647,42043,51259
1648,71578,69803
1649,97389,72359
1650,68398,49179
1651,38952,25559
1652,14122,68873
1653,98858,42468
1654,80274,14269
1655,1086,3312
1656,64961,50986
1657,49533,98879
1658,93288,10067
1659,20387,43252
1660,11128,76922
1661,37532,38236
1662,97399,6874
1663,86727,76348
1664,43251,29696
1665,47984,85864
1666,19793,54437
1667,96721,38236
1668,99701,94770
1669,50282,51651
1670,73515,22044
1671,97222,9232
1672,57647,868
1673,28419,15780
1674,48477,40322
1675,79502,25691
1676,66159,20105
1677,96552,47045
1678,39529,27364
1679,7670,72030
1680,84391,48769
1681,62407,37598
1682,31688,63782
1683,3584,74466
1684,83380,55380
1685,11546,85690
1686,21680,17241
1687,18049,86622
1688,53319,9597
